,origin,period,destin,trade_value_usd,period_date
148,Italy,201610,Luxembourg,78,2016-10-01
149,Netherlands,201610,Luxembourg,20368,2016-10-01
150,"Other Europe, nes",201610,Luxembourg,1254,2016-10-01
151,Portugal,201610,Luxembourg,293,2016-10-01
152,Spain,201610,Luxembourg,22613,2016-10-01
153,Egypt,201610,Luxembourg,101,2016-10-01
161,Belgium,201401,Luxembourg,90634,2014-01-01
162,France,201401,Luxembourg,18535,2014-01-01
163,Germany,201401,Luxembourg,15929,2014-01-01
164,Greece,201401,Luxembourg,38,2014-01-01
165,Italy,201401,Luxembourg,14,2014-01-01
166,Netherlands,201401,Luxembourg,6749,2014-01-01
167,"Other Europe, nes",201401,Luxembourg,157,2014-01-01
168,Portugal,201401,Luxembourg,421,2014-01-01
169,Spain,201401,Luxembourg,41313,2014-01-01
179,Belgium,201409,Luxembourg,73961,2014-09-01
180,France,201409,Luxembourg,13852,2014-09-01
181,Germany,201409,Luxembourg,3699,2014-09-01
182,Italy,201409,Luxembourg,1380,2014-09-01
183,Morocco,201409,Luxembourg,62,2014-09-01
184,Netherlands,201409,Luxembourg,10064,2014-09-01
185,"Other Europe, nes",201409,Luxembourg,283,2014-09-01
186,Portugal,201409,Luxembourg,1204,2014-09-01
187,Spain,201409,Luxembourg,43845,2014-09-01
195,Belgium,201507,Luxembourg,160722,2015-07-01
196,Brazil,201507,Luxembourg,414,2015-07-01
197,France,201507,Luxembourg,14986,2015-07-01
198,Germany,201507,Luxembourg,4987,2015-07-01
199,Italy,201507,Luxembourg,407,2015-07-01
200,Morocco,201507,Luxembourg,368,2015-07-01
201,Netherlands,201507,Luxembourg,5932,2015-07-01
202,"Other Europe, nes",201507,Luxembourg,705,2015-07-01
203,Portugal,201507,Luxembourg,526,2015-07-01
204,Spain,201507,Luxembourg,37642,2015-07-01
212,Belgium,201508,Luxembourg,140562,2015-08-01
213,France,201508,Luxembourg,27019,2015-08-01
214,Germany,201508,Luxembourg,11800,2015-08-01
215,Italy,201508,Luxembourg,530,2015-08-01
216,Morocco,201508,Luxembourg,832,2015-08-01
217,Netherlands,201508,Luxembourg,5739,2015-08-01
218,"Other Europe, nes",201508,Luxembourg,576,2015-08-01
219,Portugal,201508,Luxembourg,504,2015-08-01
220,Spain,201508,Luxembourg,33577,2015-08-01
229,Belgium,201402,Luxembourg,118961,2014-02-01
230,France,201402,Luxembourg,32551,2014-02-01
231,Germany,201402,Luxembourg,15626,2014-02-01
232,Netherlands,201402,Luxembourg,6523,2014-02-01
233,"Other Europe, nes",201402,Luxembourg,227,2014-02-01
234,Portugal,201402,Luxembourg,340,2014-02-01
235,Spain,201402,Luxembourg,7688,2014-02-01
243,Belgium,201506,Luxembourg,110448,2015-06-01
244,France,201506,Luxembourg,14547,2015-06-01
245,Germany,201506,Luxembourg,4242,2015-06-01
246,Morocco,201506,Luxembourg,131,2015-06-01
247,Netherlands,201506,Luxembourg,11381,2015-06-01
248,"Other Europe, nes",201506,Luxembourg,706,2015-06-01
249,Portugal,201506,Luxembourg,297,2015-06-01
250,Spain,201506,Luxembourg,31656,2015-06-01
251,Italy,201506,Luxembourg,771,2015-06-01
266,Belgium,201605,Luxembourg,154357,2016-05-01
267,France,201605,Luxembourg,43260,2016-05-01
268,Germany,201605,Luxembourg,9863,2016-05-01
269,Italy,201605,Luxembourg,479,2016-05-01
270,Morocco,201605,Luxembourg,40,2016-05-01
271,Netherlands,201605,Luxembourg,25451,2016-05-01
272,"Other Europe, nes",201605,Luxembourg,1330,2016-05-01
273,Portugal,201605,Luxembourg,541,2016-05-01
274,Spain,201605,Luxembourg,19326,2016-05-01
275,Egypt,201605,Luxembourg,33,2016-05-01
277,Belgium,201607,Luxembourg,173182,2016-07-01
278,France,201607,Luxembourg,41116,2016-07-01
279,Germany,201607,Luxembourg,12454,2016-07-01
280,Italy,201607,Luxembourg,994,2016-07-01
281,Netherlands,201607,Luxembourg,12568,2016-07-01
282,"Other Europe, nes",201607,Luxembourg,1390,2016-07-01
283,Portugal,201607,Luxembourg,560,2016-07-01
284,Spain,201607,Luxembourg,23842,2016-07-01
285,Egypt,201607,Luxembourg,13,2016-07-01
294,Belgium,201606,Luxembourg,129400,2016-06-01
295,France,201606,Luxembourg,39556,2016-06-01
296,Germany,201606,Luxembourg,15652,2016-06-01
297,Italy,201606,Luxembourg,966,2016-06-01
298,Netherlands,201606,Luxembourg,11821,2016-06-01
299,"Other Europe, nes",201606,Luxembourg,1287,2016-06-01
300,Portugal,201606,Luxembourg,449,2016-06-01
301,Spain,201606,Luxembourg,24056,2016-06-01
302,Egypt,201606,Luxembourg,120,2016-06-01
304,Belgium,201608,Luxembourg,172982,2016-08-01
305,France,201608,Luxembourg,49120,2016-08-01
306,Germany,201608,Luxembourg,12048,2016-08-01
307,Italy,201608,Luxembourg,991,2016-08-01
308,Netherlands,201608,Luxembourg,12578,2016-08-01
309,"Other Europe, nes",201608,Luxembourg,1218,2016-08-01
310,Portugal,201608,Luxembourg,557,2016-08-01
311,Spain,201608,Luxembourg,15872,2016-08-01
312,Egypt,201608,Luxembourg,11,2016-08-01
314,Belgium,201405,Luxembourg,116816,2014-05-01
315,France,201405,Luxembourg,10340,2014-05-01
316,Germany,201405,Luxembourg,15090,2014-05-01
317,Indonesia,201405,Luxembourg,35,2014-05-01
318,Italy,201405,Luxembourg,778,2014-05-01
319,Morocco,201405,Luxembourg,46,2014-05-01
320,"Other Europe, nes",201405,Luxembourg,531,2014-05-01
321,Portugal,201405,Luxembourg,404,2014-05-01
322,Spain,201405,Luxembourg,30478,2014-05-01
323,Egypt,201405,Luxembourg,223,2014-05-01
324,Netherlands,201405,Luxembourg,1527,2014-05-01
336,Belgium,201612,Luxembourg,118139,2016-12-01
337,France,201612,Luxembourg,68165,2016-12-01
338,Germany,201612,Luxembourg,24572,2016-12-01
339,Italy,201612,Luxembourg,41,2016-12-01
340,Netherlands,201612,Luxembourg,2115,2016-12-01
341,Spain,201612,Luxembourg,41218,2016-12-01
342,Portugal,201612,Luxembourg,993,2016-12-01
351,Belgium,201505,Luxembourg,108417,2015-05-01
352,France,201505,Luxembourg,10605,2015-05-01
353,Germany,201505,Luxembourg,9763,2015-05-01
354,Indonesia,201505,Luxembourg,51,2015-05-01
355,Italy,201505,Luxembourg,309,2015-05-01
356,Netherlands,201505,Luxembourg,4073,2015-05-01
357,"Other Europe, nes",201505,Luxembourg,357,2015-05-01
358,Portugal,201505,Luxembourg,441,2015-05-01
359,Spain,201505,Luxembourg,26533,2015-05-01
360,Egypt,201505,Luxembourg,54,2015-05-01
362,Belgium,201410,Luxembourg,88792,2014-10-01
363,France,201410,Luxembourg,39628,2014-10-01
364,Italy,201410,Luxembourg,1398,2014-10-01
365,"Other Europe, nes",201410,Luxembourg,1940,2014-10-01
366,Portugal,201410,Luxembourg,506,2014-10-01
367,Spain,201410,Luxembourg,61427,2014-10-01
368,Egypt,201410,Luxembourg,150,2014-10-01
369,Germany,201410,Luxembourg,14930,2014-10-01
370,Netherlands,201410,Luxembourg,10939,2014-10-01
384,France,201407,Luxembourg,10778,2014-07-01
385,Germany,201407,Luxembourg,1969,2014-07-01
386,Luxembourg,201407,Luxembourg,1064,2014-07-01
387,Morocco,201407,Luxembourg,60,2014-07-01
388,Netherlands,201407,Luxembourg,10352,2014-07-01
389,"Other Europe, nes",201407,Luxembourg,211,2014-07-01
390,Portugal,201407,Luxembourg,1269,2014-07-01
391,Spain,201407,Luxembourg,30043,2014-07-01
392,Belgium,201407,Luxembourg,130567,2014-07-01
393,Italy,201407,Luxembourg,491,2014-07-01
407,Belgium,201611,Luxembourg,75471,2016-11-01
408,France,201611,Luxembourg,18855,2016-11-01
409,Germany,201611,Luxembourg,9133,2016-11-01
410,Italy,201611,Luxembourg,146,2016-11-01
411,Netherlands,201611,Luxembourg,1640,2016-11-01
412,"Other Europe, nes",201611,Luxembourg,1283,2016-11-01
413,Portugal,201611,Luxembourg,359,2016-11-01
414,Spain,201611,Luxembourg,62985,2016-11-01
415,Egypt,201611,Luxembourg,262,2016-11-01
427,Belgium,201509,Luxembourg,101320,2015-09-01
428,France,201509,Luxembourg,22383,2015-09-01
429,Germany,201509,Luxembourg,2291,2015-09-01
430,Italy,201509,Luxembourg,303,2015-09-01
431,Morocco,201509,Luxembourg,31,2015-09-01
432,Netherlands,201509,Luxembourg,13166,2015-09-01
433,"Other Europe, nes",201509,Luxembourg,333,2015-09-01
434,Portugal,201509,Luxembourg,617,2015-09-01
435,Spain,201509,Luxembourg,34138,2015-09-01
436,Egypt,201509,Luxembourg,52,2015-09-01
445,Belgium,201601,Luxembourg,47766,2016-01-01
446,France,201601,Luxembourg,25681,2016-01-01
447,Germany,201601,Luxembourg,10627,2016-01-01
448,Italy,201601,Luxembourg,64,2016-01-01
449,Netherlands,201601,Luxembourg,9434,2016-01-01
450,"Other Europe, nes",201601,Luxembourg,1000,2016-01-01
451,Portugal,201601,Luxembourg,142,2016-01-01
452,Spain,201601,Luxembourg,55788,2016-01-01
453,Egypt,201601,Luxembourg,235,2016-01-01
461,Belgium,201411,Luxembourg,56146,2014-11-01
462,France,201411,Luxembourg,12137,2014-11-01
463,Germany,201411,Luxembourg,11389,2014-11-01
464,Italy,201411,Luxembourg,409,2014-11-01
465,Morocco,201411,Luxembourg,1452,2014-11-01
466,Netherlands,201411,Luxembourg,9234,2014-11-01
467,"Other Europe, nes",201411,Luxembourg,278,2014-11-01
468,Portugal,201411,Luxembourg,280,2014-11-01
469,Spain,201411,Luxembourg,43420,2014-11-01
470,Egypt,201411,Luxembourg,150,2014-11-01
477,Belgium,201511,Luxembourg,56522,2015-11-01
478,France,201511,Luxembourg,26287,2015-11-01
479,Germany,201511,Luxembourg,9205,2015-11-01
480,Italy,201511,Luxembourg,84,2015-11-01
481,Morocco,201511,Luxembourg,357,2015-11-01
482,Netherlands,201511,Luxembourg,6508,2015-11-01
483,"Other Europe, nes",201511,Luxembourg,169,2015-11-01
484,Spain,201511,Luxembourg,34630,2015-11-01
485,Egypt,201511,Luxembourg,291,2015-11-01
486,Portugal,201511,Luxembourg,409,2015-11-01
495,Belgium,201503,Luxembourg,107031,2015-03-01
496,France,201503,Luxembourg,23618,2015-03-01
497,Germany,201503,Luxembourg,14739,2015-03-01
498,Italy,201503,Luxembourg,62,2015-03-01
499,Morocco,201503,Luxembourg,150,2015-03-01
500,Netherlands,201503,Luxembourg,788,2015-03-01
501,"Other Europe, nes",201503,Luxembourg,23776,2015-03-01
502,Portugal,201503,Luxembourg,992,2015-03-01
503,Spain,201503,Luxembourg,31836,2015-03-01
504,Egypt,201503,Luxembourg,302,2015-03-01
512,Belgium,201609,Luxembourg,142546,2016-09-01
513,France,201609,Luxembourg,40946,2016-09-01
514,Germany,201609,Luxembourg,9891,2016-09-01
515,Italy,201609,Luxembourg,1178,2016-09-01
516,Netherlands,201609,Luxembourg,14599,2016-09-01
517,"Other Europe, nes",201609,Luxembourg,969,2016-09-01
518,Portugal,201609,Luxembourg,382,2016-09-01
519,Spain,201609,Luxembourg,16462,2016-09-01
520,Egypt,201609,Luxembourg,43,2016-09-01
529,Belgium,201412,Luxembourg,47513,2014-12-01
530,France,201412,Luxembourg,17050,2014-12-01
531,Germany,201412,Luxembourg,11303,2014-12-01
532,Morocco,201412,Luxembourg,385,2014-12-01
533,Netherlands,201412,Luxembourg,9672,2014-12-01
534,"Other Europe, nes",201412,Luxembourg,178,2014-12-01
535,Portugal,201412,Luxembourg,543,2014-12-01
536,Spain,201412,Luxembourg,42383,2014-12-01
537,Egypt,201412,Luxembourg,105,2014-12-01
545,France,201512,Luxembourg,20365,2015-12-01
546,Germany,201512,Luxembourg,9270,2015-12-01
547,Italy,201512,Luxembourg,81,2015-12-01
548,Morocco,201512,Luxembourg,2083,2015-12-01
549,Portugal,201512,Luxembourg,1031,2015-12-01
550,Belgium,201512,Luxembourg,38470,2015-12-01
551,Netherlands,201512,Luxembourg,9697,2015-12-01
552,"Other Europe, nes",201512,Luxembourg,111,2015-12-01
553,Spain,201512,Luxembourg,36491,2015-12-01
554,Egypt,201512,Luxembourg,67,2015-12-01
562,Belgium,201501,Luxembourg,21144,2015-01-01
563,France,201501,Luxembourg,28028,2015-01-01
564,Germany,201501,Luxembourg,1289,2015-01-01
565,Morocco,201501,Luxembourg,794,2015-01-01
566,Netherlands,201501,Luxembourg,12066,2015-01-01
567,"Other Europe, nes",201501,Luxembourg,45725,2015-01-01
568,Portugal,201501,Luxembourg,309,2015-01-01
569,Spain,201501,Luxembourg,42256,2015-01-01
570,Egypt,201501,Luxembourg,113,2015-01-01
1,South Africa,201403,Mauritius,1104,2014-03-01
2,Egypt,201403,Mauritius,79,2014-03-01
5,France,201604,Mauritius,356,2016-04-01
12,South Africa,201502,Mauritius,2118,2015-02-01
13,Egypt,201502,Mauritius,2070,2015-02-01
19,France,201606,Mauritius,496,2016-06-01
22,France,201603,Mauritius,1080,2016-03-01
26,South Africa,201401,Mauritius,716,2014-01-01
32,France,201602,Mauritius,243,2016-02-01
33,Egypt,201602,Mauritius,379,2016-02-01
34,"Other Asia, nes",201508,Mauritius,32,2015-08-01
42,France,201607,Mauritius,540,2016-07-01
46,France,201605,Mauritius,266,2016-05-01
52,France,201608,Mauritius,347,2016-08-01
56,France,201612,Mauritius,82,2016-12-01
60,South Africa,201410,Mauritius,46,2014-10-01
62,Egypt,201505,Mauritius,159,2015-05-01
67,Egypt,201501,Mauritius,4433,2015-01-01
73,France,201609,Mauritius,186,2016-09-01
77,Egypt,201412,Mauritius,1234,2014-12-01
11,USA,201604,Mexico,81,2016-04-01
10,Netherlands,201501,Morocco,5,2015-01-01
12,France,201503,Morocco,19,2015-03-01
43,Belgium,201401,Netherlands,473397,2014-01-01
44,Germany,201401,Netherlands,163960,2014-01-01
45,Israel,201401,Netherlands,9881,2014-01-01
46,Italy,201401,Netherlands,5335,2014-01-01
47,Slovenia,201401,Netherlands,58196,2014-01-01
48,Spain,201401,Netherlands,24154497,2014-01-01
49,Suriname,201401,Netherlands,1742,2014-01-01
50,Turkey,201401,Netherlands,17149,2014-01-01
51,Egypt,201401,Netherlands,653,2014-01-01
52,United Kingdom,201401,Netherlands,16781,2014-01-01
93,Belgium,201402,Netherlands,236534,2014-02-01
94,France,201402,Netherlands,615,2014-02-01
95,Germany,201402,Netherlands,57621,2014-02-01
96,Greece,201402,Netherlands,800193,2014-02-01
97,Israel,201402,Netherlands,137,2014-02-01
98,Italy,201402,Netherlands,2213,2014-02-01
99,Morocco,201402,Netherlands,2267,2014-02-01
100,Slovenia,201402,Netherlands,67714,2014-02-01
101,Spain,201402,Netherlands,17194369,2014-02-01
102,Suriname,201402,Netherlands,2458,2014-02-01
103,Turkey,201402,Netherlands,24515,2014-02-01
104,Egypt,201402,Netherlands,2445,2014-02-01
105,United Kingdom,201402,Netherlands,2172,2014-02-01
151,Belgium,201403,Netherlands,673998,2014-03-01
152,Denmark,201403,Netherlands,55,2014-03-01
153,France,201403,Netherlands,2585,2014-03-01
154,Germany,201403,Netherlands,134296,2014-03-01
155,Israel,201403,Netherlands,13421,2014-03-01
156,Italy,201403,Netherlands,24894,2014-03-01
157,Slovenia,201403,Netherlands,32814,2014-03-01
158,Spain,201403,Netherlands,6302301,2014-03-01
159,Suriname,201403,Netherlands,1230,2014-03-01
160,Turkey,201403,Netherlands,1645,2014-03-01
161,Egypt,201403,Netherlands,1576,2014-03-01
162,United Kingdom,201403,Netherlands,16158,2014-03-01
205,Austria,201404,Netherlands,51205,2014-04-01
206,Belgium,201404,Netherlands,853326,2014-04-01
207,Germany,201404,Netherlands,134732,2014-04-01
208,Greece,201404,Netherlands,447210,2014-04-01
209,Israel,201404,Netherlands,28,2014-04-01
210,India,201404,Netherlands,14,2014-04-01
211,Spain,201404,Netherlands,1723586,2014-04-01
212,Suriname,201404,Netherlands,2238,2014-04-01
213,Sweden,201404,Netherlands,2003,2014-04-01
214,Thailand,201404,Netherlands,97,2014-04-01
215,Turkey,201404,Netherlands,1257,2014-04-01
216,Egypt,201404,Netherlands,1119,2014-04-01
217,United Kingdom,201404,Netherlands,1064,2014-04-01
257,Austria,201405,Netherlands,63885,2014-05-01
258,Belgium,201405,Netherlands,1035384,2014-05-01
259,Czechia,201405,Netherlands,4082,2014-05-01
260,Germany,201405,Netherlands,205507,2014-05-01
261,Greece,201405,Netherlands,69178,2014-05-01
262,Israel,201405,Netherlands,95,2014-05-01
263,Japan,201405,Netherlands,204,2014-05-01
264,Lithuania,201405,Netherlands,8232,2014-05-01
265,Pakistan,201405,Netherlands,54,2014-05-01
266,Spain,201405,Netherlands,994304,2014-05-01
267,Suriname,201405,Netherlands,313,2014-05-01
268,Thailand,201405,Netherlands,14,2014-05-01
269,Egypt,201405,Netherlands,1905,2014-05-01
310,Austria,201406,Netherlands,1386,2014-06-01
311,Belgium,201406,Netherlands,1374532,2014-06-01
312,Germany,201406,Netherlands,348118,2014-06-01
313,Japan,201406,Netherlands,41,2014-06-01
314,Spain,201406,Netherlands,610933,2014-06-01
315,United Kingdom,201406,Netherlands,25934,2014-06-01
356,Belgium,201407,Netherlands,2167919,2014-07-01
357,Cambodia,201407,Netherlands,41,2014-07-01
358,Czechia,201407,Netherlands,20376,2014-07-01
359,Denmark,201407,Netherlands,15421,2014-07-01
360,Germany,201407,Netherlands,937576,2014-07-01
361,Japan,201407,Netherlands,27,2014-07-01
362,Spain,201407,Netherlands,335645,2014-07-01
363,Suriname,201407,Netherlands,2559,2014-07-01
364,Sweden,201407,Netherlands,3493,2014-07-01
365,United Kingdom,201407,Netherlands,17195,2014-07-01
405,Belgium,201408,Netherlands,901014,2014-08-01
406,Germany,201408,Netherlands,346030,2014-08-01
407,Spain,201408,Netherlands,341236,2014-08-01
408,Suriname,201408,Netherlands,2184,2014-08-01
409,Thailand,201408,Netherlands,13,2014-08-01
410,Turkey,201408,Netherlands,719,2014-08-01
411,United Kingdom,201408,Netherlands,37018,2014-08-01
412,USA,201408,Netherlands,1345,2014-08-01
451,Belgium,201409,Netherlands,801152,2014-09-01
452,Czechia,201409,Netherlands,1484,2014-09-01
453,Germany,201409,Netherlands,470190,2014-09-01
454,Spain,201409,Netherlands,407426,2014-09-01
455,Suriname,201409,Netherlands,2877,2014-09-01
456,Sweden,201409,Netherlands,5934,2014-09-01
457,Turkey,201409,Netherlands,1148,2014-09-01
458,United Kingdom,201409,Netherlands,3974,2014-09-01
499,Belgium,201410,Netherlands,696901,2014-10-01
500,Denmark,201410,Netherlands,6628,2014-10-01
501,France,201410,Netherlands,7578,2014-10-01
502,Germany,201410,Netherlands,1140684,2014-10-01
503,Israel,201410,Netherlands,2053,2014-10-01
504,Spain,201410,Netherlands,9073374,2014-10-01
505,Suriname,201410,Netherlands,5551,2014-10-01
506,Turkey,201410,Netherlands,21810,2014-10-01
507,United Kingdom,201410,Netherlands,47853,2014-10-01
552,Belgium,201411,Netherlands,135471,2014-11-01
553,France,201411,Netherlands,6124,2014-11-01
554,Germany,201411,Netherlands,1037857,2014-11-01
555,Israel,201411,Netherlands,14455,2014-11-01
556,"Other Europe, nes",201411,Netherlands,112,2014-11-01
557,Slovenia,201411,Netherlands,6810,2014-11-01
558,Spain,201411,Netherlands,9473843,2014-11-01
559,Suriname,201411,Netherlands,761,2014-11-01
560,Turkey,201411,Netherlands,7284,2014-11-01
561,United Kingdom,201411,Netherlands,5712,2014-11-01
605,Belgium,201412,Netherlands,142620,2014-12-01
606,Czechia,201412,Netherlands,62,2014-12-01
607,France,201412,Netherlands,641,2014-12-01
608,Germany,201412,Netherlands,984199,2014-12-01
609,Greece,201412,Netherlands,585279,2014-12-01
610,Israel,201412,Netherlands,15044,2014-12-01
611,Japan,201412,Netherlands,136,2014-12-01
612,Jordan,201412,Netherlands,160,2014-12-01
613,Morocco,201412,Netherlands,18250,2014-12-01
614,Slovenia,201412,Netherlands,23441,2014-12-01
615,Spain,201412,Netherlands,13408606,2014-12-01
616,Suriname,201412,Netherlands,3181,2014-12-01
617,Turkey,201412,Netherlands,18891,2014-12-01
618,Egypt,201412,Netherlands,555,2014-12-01
619,United Kingdom,201412,Netherlands,10691,2014-12-01
663,Belgium,201501,Netherlands,20046,2015-01-01
664,Finland,201501,Netherlands,66646,2015-01-01
665,France,201501,Netherlands,3579,2015-01-01
666,Germany,201501,Netherlands,25613,2015-01-01
667,Greece,201501,Netherlands,14724,2015-01-01
668,Israel,201501,Netherlands,3568,2015-01-01
669,Japan,201501,Netherlands,535,2015-01-01
670,Jordan,201501,Netherlands,1371,2015-01-01
671,Morocco,201501,Netherlands,14468,2015-01-01
672,Portugal,201501,Netherlands,11621,2015-01-01
673,Slovenia,201501,Netherlands,21603,2015-01-01
674,Spain,201501,Netherlands,13111010,2015-01-01
675,Suriname,201501,Netherlands,1209,2015-01-01
676,Turkey,201501,Netherlands,24497,2015-01-01
677,Egypt,201501,Netherlands,790,2015-01-01
678,United Kingdom,201501,Netherlands,38175,2015-01-01
725,Belgium,201502,Netherlands,437225,2015-02-01
726,France,201502,Netherlands,2202,2015-02-01
727,Germany,201502,Netherlands,1691298,2015-02-01
728,Israel,201502,Netherlands,8399,2015-02-01
729,Japan,201502,Netherlands,193,2015-02-01
730,Jordan,201502,Netherlands,329,2015-02-01
731,Slovenia,201502,Netherlands,33834,2015-02-01
732,Spain,201502,Netherlands,11844860,2015-02-01
733,Suriname,201502,Netherlands,2088,2015-02-01
734,Thailand,201502,Netherlands,11,2015-02-01
735,Turkey,201502,Netherlands,8876,2015-02-01
736,United Kingdom,201502,Netherlands,8626,2015-02-01
783,Belgium,201503,Netherlands,1115306,2015-03-01
784,Dominican Rep.,201503,Netherlands,119,2015-03-01
785,Germany,201503,Netherlands,91321,2015-03-01
786,Israel,201503,Netherlands,5896,2015-03-01
787,Morocco,201503,Netherlands,293,2015-03-01
788,Poland,201503,Netherlands,574,2015-03-01
789,Slovenia,201503,Netherlands,16680,2015-03-01
