,partner,period,trade_value_usd,reporter
24,World,201406,4449,Netherlands
25,France,201406,90,Netherlands
26,Ireland,201406,810,Netherlands
27,Italy,201406,1993,Netherlands
28,Poland,201406,1557,Netherlands
29,World,201407,4758,Netherlands
30,France,201407,1262,Netherlands
31,Ireland,201407,399,Netherlands
32,Lithuania,201407,2385,Netherlands
33,Poland,201407,712,Netherlands
34,World,201408,37410,Netherlands
35,France,201408,1861,Netherlands
36,Ireland,201408,1191,Netherlands
37,Italy,201408,1336,Netherlands
38,Lithuania,201408,3275,Netherlands
39,Netherlands,201408,29014,Netherlands
40,Poland,201408,733,Netherlands
44,World,201409,182326,Netherlands
45,France,201409,231,Netherlands
46,Ireland,201409,986,Netherlands
47,Italy,201409,147778,Netherlands
48,Lithuania,201409,2493,Netherlands
49,Netherlands,201409,29172,Netherlands
50,Poland,201409,1665,Netherlands
53,World,201410,197811,Netherlands
54,France,201410,374,Netherlands
55,Italy,201410,193005,Netherlands
56,Lithuania,201410,3114,Netherlands
57,Netherlands,201410,80,Netherlands
58,Poland,201410,1237,Netherlands
61,World,201411,233107,Netherlands
62,France,201411,7060,Netherlands
63,Ireland,201411,1541,Netherlands
64,Italy,201411,209724,Netherlands
65,Lithuania,201411,3304,Netherlands
66,Netherlands,201411,9947,Netherlands
67,Poland,201411,1532,Netherlands
68,World,201412,9586,Netherlands
69,France,201412,4786,Netherlands
70,Ireland,201412,997,Netherlands
71,Netherlands,201412,1671,Netherlands
72,Poland,201412,2133,Netherlands
76,World,201501,7889,Netherlands
77,France,201501,275,Netherlands
78,Ireland,201501,1237,Netherlands
79,Italy,201501,1521,Netherlands
80,Lithuania,201501,2561,Netherlands
81,Netherlands,201501,1860,Netherlands
82,Poland,201501,434,Netherlands
83,World,201502,2484,Netherlands
84,France,201502,254,Netherlands
85,Ireland,201502,529,Netherlands
86,Lithuania,201502,1018,Netherlands
87,Poland,201502,684,Netherlands
90,World,201503,5070,Netherlands
91,France,201503,162,Netherlands
92,Ireland,201503,852,Netherlands
93,Italy,201503,1648,Netherlands
94,Lithuania,201503,1553,Netherlands
95,Poland,201503,855,Netherlands
96,World,201504,5216,Netherlands
97,France,201504,136,Netherlands
98,Ireland,201504,2695,Netherlands
99,Lithuania,201504,1445,Netherlands
100,Poland,201504,940,Netherlands
103,World,201505,4827,Netherlands
104,France,201505,71,Netherlands
105,Ireland,201505,978,Netherlands
106,Lithuania,201505,3777,Netherlands
109,World,201506,5950,Netherlands
110,France,201506,84,Netherlands
111,Ireland,201506,722,Netherlands
112,Lithuania,201506,5144,Netherlands
115,World,201507,4911,Netherlands
116,France,201507,1339,Netherlands
117,Ireland,201507,1308,Netherlands
118,Lithuania,201507,2035,Netherlands
119,Poland,201507,229,Netherlands
122,World,201508,4343,Netherlands
123,France,201508,1851,Netherlands
124,Ireland,201508,1498,Netherlands
125,Lithuania,201508,874,Netherlands
126,Poland,201508,120,Netherlands
129,World,201509,245795,Netherlands
130,France,201509,462,Netherlands
131,Ireland,201509,461,Netherlands
132,Italy,201509,179349,Netherlands
133,Lithuania,201509,4555,Netherlands
134,Netherlands,201509,54628,Netherlands
135,Poland,201509,453,Netherlands
136,Turkey,201509,5888,Netherlands
139,World,201510,224837,Netherlands
140,France,201510,5666,Netherlands
141,Ireland,201510,1198,Netherlands
142,Italy,201510,217191,Netherlands
143,Poland,201510,782,Netherlands
146,World,201511,464713,Netherlands
147,France,201511,2413,Netherlands
148,Ireland,201511,774,Netherlands
149,Italy,201511,456217,Netherlands
150,Lithuania,201511,3243,Netherlands
151,Netherlands,201511,291,Netherlands
152,Poland,201511,1775,Netherlands
155,World,201512,26496,Netherlands
156,France,201512,3935,Netherlands
157,Germany,201512,15990,Netherlands
158,Ireland,201512,2634,Netherlands
159,Lithuania,201512,1625,Netherlands
160,Netherlands,201512,1121,Netherlands
161,Poland,201512,1192,Netherlands
162,World,201601,13681,Netherlands
163,France,201601,236,Netherlands
164,Ireland,201601,426,Netherlands
165,Lithuania,201601,1947,Netherlands
166,Poland,201601,128,Netherlands
167,Turkey,201601,10943,Netherlands
170,World,201602,5122,Netherlands
171,France,201602,267,Netherlands
172,Ireland,201602,479,Netherlands
173,Italy,201602,842,Netherlands
174,Lithuania,201602,2938,Netherlands
175,Poland,201602,596,Netherlands
176,World,201603,6607,Netherlands
177,France,201603,817,Netherlands
178,Ireland,201603,2423,Netherlands
179,Italy,201603,1842,Netherlands
180,Lithuania,201603,1162,Netherlands
181,Poland,201603,363,Netherlands
184,World,201604,4302,Netherlands
185,France,201604,66,Netherlands
186,Ireland,201604,1796,Netherlands
187,Lithuania,201604,1982,Netherlands
188,Poland,201604,458,Netherlands
191,World,201605,3635,Netherlands
192,France,201605,64,Netherlands
193,Italy,201605,1945,Netherlands
194,Lithuania,201605,1627,Netherlands
197,World,201606,20836,Netherlands
198,Hungary,201606,6997,Netherlands
199,Ireland,201606,2520,Netherlands
200,Italy,201606,4573,Netherlands
201,Lithuania,201606,2940,Netherlands
202,Poland,201606,3807,Netherlands
203,World,201607,13774,Netherlands
204,France,201607,401,Netherlands
205,Hungary,201607,8332,Netherlands
206,Ireland,201607,1014,Netherlands
207,Italy,201607,1937,Netherlands
208,Lithuania,201607,1774,Netherlands
209,Poland,201607,316,Netherlands
210,World,201608,17788,Netherlands
211,France,201608,1161,Netherlands
212,Hungary,201608,6820,Netherlands
213,Ireland,201608,976,Netherlands
214,Italy,201608,348,Netherlands
215,Netherlands,201608,7995,Netherlands
216,Poland,201608,488,Netherlands
219,World,201609,230628,Netherlands
220,France,201609,121,Netherlands
221,Ireland,201609,1133,Netherlands
222,Italy,201609,228270,Netherlands
223,Lithuania,201609,1076,Netherlands
224,Poland,201609,28,Netherlands
228,World,201610,83506,Netherlands
229,Hungary,201610,2749,Netherlands
230,Ireland,201610,516,Netherlands
231,Italy,201610,77012,Netherlands
232,Lithuania,201610,2496,Netherlands
233,Poland,201610,733,Netherlands
234,World,201611,157482,Netherlands
235,France,201611,9528,Netherlands
236,Hungary,201611,758,Netherlands
237,Italy,201611,143292,Netherlands
238,Lithuania,201611,1897,Netherlands
239,Netherlands,201611,720,Netherlands
240,Poland,201611,1287,Netherlands
241,World,201612,29754,Netherlands
242,France,201612,9058,Netherlands
243,Hungary,201612,1081,Netherlands
244,Italy,201612,16278,Netherlands
245,Lithuania,201612,1818,Netherlands
246,Netherlands,201612,851,Netherlands
247,Poland,201612,668,Netherlands
0,World,201401,5624,New Zealand
1,France,201401,84,New Zealand
2,Ireland,201401,987,New Zealand
3,Italy,201401,1308,New Zealand
4,Lithuania,201401,2773,New Zealand
5,Poland,201401,473,New Zealand
6,World,201402,9564,New Zealand
7,Ireland,201402,1636,New Zealand
8,Italy,201402,2966,New Zealand
9,Lithuania,201402,3450,New Zealand
10,Poland,201402,1512,New Zealand
11,World,201403,4987,New Zealand
12,Lithuania,201403,4187,New Zealand
13,Poland,201403,800,New Zealand
14,World,201404,10823,New Zealand
15,France,201404,90,New Zealand
16,Ireland,201404,370,New Zealand
17,Italy,201404,1898,New Zealand
18,Lithuania,201404,3862,New Zealand
19,Turkey,201404,4603,New Zealand
20,World,201405,5773,New Zealand
21,Ireland,201405,817,New Zealand
22,Lithuania,201405,3785,New Zealand
23,Poland,201405,1171,New Zealand
24,World,201406,4449,New Zealand
25,France,201406,90,New Zealand
26,Ireland,201406,810,New Zealand
27,Italy,201406,1993,New Zealand
28,Poland,201406,1557,New Zealand
29,World,201407,4758,New Zealand
30,France,201407,1262,New Zealand
31,Ireland,201407,399,New Zealand
32,Lithuania,201407,2385,New Zealand
33,Poland,201407,712,New Zealand
34,World,201408,37410,New Zealand
35,France,201408,1861,New Zealand
36,Ireland,201408,1191,New Zealand
37,Italy,201408,1336,New Zealand
38,Lithuania,201408,3275,New Zealand
39,Netherlands,201408,29014,New Zealand
40,Poland,201408,733,New Zealand
44,World,201409,182326,New Zealand
45,France,201409,231,New Zealand
46,Ireland,201409,986,New Zealand
47,Italy,201409,147778,New Zealand
48,Lithuania,201409,2493,New Zealand
49,Netherlands,201409,29172,New Zealand
50,Poland,201409,1665,New Zealand
53,World,201410,197811,New Zealand
54,France,201410,374,New Zealand
55,Italy,201410,193005,New Zealand
56,Lithuania,201410,3114,New Zealand
57,Netherlands,201410,80,New Zealand
58,Poland,201410,1237,New Zealand
61,World,201411,233107,New Zealand
62,France,201411,7060,New Zealand
63,Ireland,201411,1541,New Zealand
64,Italy,201411,209724,New Zealand
65,Lithuania,201411,3304,New Zealand
66,Netherlands,201411,9947,New Zealand
67,Poland,201411,1532,New Zealand
68,World,201412,9586,New Zealand
69,France,201412,4786,New Zealand
70,Ireland,201412,997,New Zealand
71,Netherlands,201412,1671,New Zealand
72,Poland,201412,2133,New Zealand
76,World,201501,7889,New Zealand
77,France,201501,275,New Zealand
78,Ireland,201501,1237,New Zealand
79,Italy,201501,1521,New Zealand
80,Lithuania,201501,2561,New Zealand
81,Netherlands,201501,1860,New Zealand
82,Poland,201501,434,New Zealand
83,World,201502,2484,New Zealand
84,France,201502,254,New Zealand
85,Ireland,201502,529,New Zealand
86,Lithuania,201502,1018,New Zealand
87,Poland,201502,684,New Zealand
90,World,201503,5070,New Zealand
91,France,201503,162,New Zealand
92,Ireland,201503,852,New Zealand
93,Italy,201503,1648,New Zealand
94,Lithuania,201503,1553,New Zealand
95,Poland,201503,855,New Zealand
96,World,201504,5216,New Zealand
97,France,201504,136,New Zealand
98,Ireland,201504,2695,New Zealand
99,Lithuania,201504,1445,New Zealand
100,Poland,201504,940,New Zealand
103,World,201505,4827,New Zealand
104,France,201505,71,New Zealand
105,Ireland,201505,978,New Zealand
106,Lithuania,201505,3777,New Zealand
109,World,201506,5950,New Zealand
110,France,201506,84,New Zealand
111,Ireland,201506,722,New Zealand
112,Lithuania,201506,5144,New Zealand
115,World,201507,4911,New Zealand
116,France,201507,1339,New Zealand
117,Ireland,201507,1308,New Zealand
118,Lithuania,201507,2035,New Zealand
119,Poland,201507,229,New Zealand
122,World,201508,4343,New Zealand
123,France,201508,1851,New Zealand
124,Ireland,201508,1498,New Zealand
125,Lithuania,201508,874,New Zealand
126,Poland,201508,120,New Zealand
129,World,201509,245795,New Zealand
130,France,201509,462,New Zealand
131,Ireland,201509,461,New Zealand
132,Italy,201509,179349,New Zealand
133,Lithuania,201509,4555,New Zealand
134,Netherlands,201509,54628,New Zealand
135,Poland,201509,453,New Zealand
136,Turkey,201509,5888,New Zealand
139,World,201510,224837,New Zealand
140,France,201510,5666,New Zealand
141,Ireland,201510,1198,New Zealand
142,Italy,201510,217191,New Zealand
143,Poland,201510,782,New Zealand
146,World,201511,464713,New Zealand
147,France,201511,2413,New Zealand
148,Ireland,201511,774,New Zealand
149,Italy,201511,456217,New Zealand
150,Lithuania,201511,3243,New Zealand
151,Netherlands,201511,291,New Zealand
152,Poland,201511,1775,New Zealand
155,World,201512,26496,New Zealand
156,France,201512,3935,New Zealand
157,Germany,201512,15990,New Zealand
158,Ireland,201512,2634,New Zealand
159,Lithuania,201512,1625,New Zealand
160,Netherlands,201512,1121,New Zealand
161,Poland,201512,1192,New Zealand
162,World,201601,13681,New Zealand
163,France,201601,236,New Zealand
164,Ireland,201601,426,New Zealand
165,Lithuania,201601,1947,New Zealand
166,Poland,201601,128,New Zealand
167,Turkey,201601,10943,New Zealand
170,World,201602,5122,New Zealand
171,France,201602,267,New Zealand
172,Ireland,201602,479,New Zealand
173,Italy,201602,842,New Zealand
174,Lithuania,201602,2938,New Zealand
175,Poland,201602,596,New Zealand
176,World,201603,6607,New Zealand
177,France,201603,817,New Zealand
178,Ireland,201603,2423,New Zealand
179,Italy,201603,1842,New Zealand
180,Lithuania,201603,1162,New Zealand
181,Poland,201603,363,New Zealand
184,World,201604,4302,New Zealand
185,France,201604,66,New Zealand
186,Ireland,201604,1796,New Zealand
187,Lithuania,201604,1982,New Zealand
188,Poland,201604,458,New Zealand
191,World,201605,3635,New Zealand
192,France,201605,64,New Zealand
193,Italy,201605,1945,New Zealand
194,Lithuania,201605,1627,New Zealand
197,World,201606,20836,New Zealand
198,Hungary,201606,6997,New Zealand
199,Ireland,201606,2520,New Zealand
200,Italy,201606,4573,New Zealand
201,Lithuania,201606,2940,New Zealand
202,Poland,201606,3807,New Zealand
203,World,201607,13774,New Zealand
204,France,201607,401,New Zealand
205,Hungary,201607,8332,New Zealand
206,Ireland,201607,1014,New Zealand
207,Italy,201607,1937,New Zealand
208,Lithuania,201607,1774,New Zealand
209,Poland,201607,316,New Zealand
210,World,201608,17788,New Zealand
211,France,201608,1161,New Zealand
212,Hungary,201608,6820,New Zealand
213,Ireland,201608,976,New Zealand
214,Italy,201608,348,New Zealand
215,Netherlands,201608,7995,New Zealand
216,Poland,201608,488,New Zealand
219,World,201609,230628,New Zealand
220,France,201609,121,New Zealand
221,Ireland,201609,1133,New Zealand
222,Italy,201609,228270,New Zealand
223,Lithuania,201609,1076,New Zealand
224,Poland,201609,28,New Zealand
228,World,201610,83506,New Zealand
229,Hungary,201610,2749,New Zealand
230,Ireland,201610,516,New Zealand
231,Italy,201610,77012,New Zealand
232,Lithuania,201610,2496,New Zealand
233,Poland,201610,733,New Zealand
234,World,201611,157482,New Zealand
235,France,201611,9528,New Zealand
236,Hungary,201611,758,New Zealand
237,Italy,201611,143292,New Zealand
238,Lithuania,201611,1897,New Zealand
239,Netherlands,201611,720,New Zealand
240,Poland,201611,1287,New Zealand
241,World,201612,29754,New Zealand
242,France,201612,9058,New Zealand
243,Hungary,201612,1081,New Zealand
244,Italy,201612,16278,New Zealand
245,Lithuania,201612,1818,New Zealand
246,Netherlands,201612,851,New Zealand
247,Poland,201612,668,New Zealand
0,World,201401,5624,Norway
1,France,201401,84,Norway
2,Ireland,201401,987,Norway
3,Italy,201401,1308,Norway
4,Lithuania,201401,2773,Norway
5,Poland,201401,473,Norway
6,World,201402,9564,Norway
7,Ireland,201402,1636,Norway
8,Italy,201402,2966,Norway
9,Lithuania,201402,3450,Norway
10,Poland,201402,1512,Norway
11,World,201403,4987,Norway
12,Lithuania,201403,4187,Norway
13,Poland,201403,800,Norway
14,World,201404,10823,Norway
15,France,201404,90,Norway
16,Ireland,201404,370,Norway
17,Italy,201404,1898,Norway
18,Lithuania,201404,3862,Norway
19,Turkey,201404,4603,Norway
20,World,201405,5773,Norway
21,Ireland,201405,817,Norway
22,Lithuania,201405,3785,Norway
23,Poland,201405,1171,Norway
24,World,201406,4449,Norway
25,France,201406,90,Norway
26,Ireland,201406,810,Norway
27,Italy,201406,1993,Norway
28,Poland,201406,1557,Norway
29,World,201407,4758,Norway
30,France,201407,1262,Norway
31,Ireland,201407,399,Norway
32,Lithuania,201407,2385,Norway
33,Poland,201407,712,Norway
34,World,201408,37410,Norway
35,France,201408,1861,Norway
36,Ireland,201408,1191,Norway
37,Italy,201408,1336,Norway
38,Lithuania,201408,3275,Norway
39,Netherlands,201408,29014,Norway
40,Poland,201408,733,Norway
44,World,201409,182326,Norway
45,France,201409,231,Norway
46,Ireland,201409,986,Norway
47,Italy,201409,147778,Norway
48,Lithuania,201409,2493,Norway
49,Netherlands,201409,29172,Norway
50,Poland,201409,1665,Norway
53,World,201410,197811,Norway
54,France,201410,374,Norway
55,Italy,201410,193005,Norway
56,Lithuania,201410,3114,Norway
57,Netherlands,201410,80,Norway
58,Poland,201410,1237,Norway
61,World,201411,233107,Norway
62,France,201411,7060,Norway
63,Ireland,201411,1541,Norway
64,Italy,201411,209724,Norway
65,Lithuania,201411,3304,Norway
66,Netherlands,201411,9947,Norway
67,Poland,201411,1532,Norway
68,World,201412,9586,Norway
69,France,201412,4786,Norway
70,Ireland,201412,997,Norway
71,Netherlands,201412,1671,Norway
72,Poland,201412,2133,Norway
76,World,201501,7889,Norway
77,France,201501,275,Norway
78,Ireland,201501,1237,Norway
79,Italy,201501,1521,Norway
80,Lithuania,201501,2561,Norway
81,Netherlands,201501,1860,Norway
82,Poland,201501,434,Norway
83,World,201502,2484,Norway
84,France,201502,254,Norway
85,Ireland,201502,529,Norway
86,Lithuania,201502,1018,Norway
87,Poland,201502,684,Norway
90,World,201503,5070,Norway
91,France,201503,162,Norway
92,Ireland,201503,852,Norway
93,Italy,201503,1648,Norway
94,Lithuania,201503,1553,Norway
95,Poland,201503,855,Norway
96,World,201504,5216,Norway
97,France,201504,136,Norway
98,Ireland,201504,2695,Norway
99,Lithuania,201504,1445,Norway
100,Poland,201504,940,Norway
103,World,201505,4827,Norway
104,France,201505,71,Norway
105,Ireland,201505,978,Norway
106,Lithuania,201505,3777,Norway
109,World,201506,5950,Norway
110,France,201506,84,Norway
111,Ireland,201506,722,Norway
112,Lithuania,201506,5144,Norway
115,World,201507,4911,Norway
116,France,201507,1339,Norway
117,Ireland,201507,1308,Norway
118,Lithuania,201507,2035,Norway
119,Poland,201507,229,Norway
122,World,201508,4343,Norway
123,France,201508,1851,Norway
124,Ireland,201508,1498,Norway
125,Lithuania,201508,874,Norway
126,Poland,201508,120,Norway
129,World,201509,245795,Norway
130,France,201509,462,Norway
131,Ireland,201509,461,Norway
132,Italy,201509,179349,Norway
133,Lithuania,201509,4555,Norway
134,Netherlands,201509,54628,Norway
135,Poland,201509,453,Norway
136,Turkey,201509,5888,Norway
139,World,201510,224837,Norway
140,France,201510,5666,Norway
141,Ireland,201510,1198,Norway
142,Italy,201510,217191,Norway
143,Poland,201510,782,Norway
146,World,201511,464713,Norway
147,France,201511,2413,Norway
148,Ireland,201511,774,Norway
149,Italy,201511,456217,Norway
150,Lithuania,201511,3243,Norway
151,Netherlands,201511,291,Norway
152,Poland,201511,1775,Norway
155,World,201512,26496,Norway
156,France,201512,3935,Norway
157,Germany,201512,15990,Norway
158,Ireland,201512,2634,Norway
159,Lithuania,201512,1625,Norway
160,Netherlands,201512,1121,Norway
161,Poland,201512,1192,Norway
162,World,201601,13681,Norway
163,France,201601,236,Norway
164,Ireland,201601,426,Norway
165,Lithuania,201601,1947,Norway
166,Poland,201601,128,Norway
167,Turkey,201601,10943,Norway
170,World,201602,5122,Norway
171,France,201602,267,Norway
172,Ireland,201602,479,Norway
173,Italy,201602,842,Norway
174,Lithuania,201602,2938,Norway
175,Poland,201602,596,Norway
176,World,201603,6607,Norway
177,France,201603,817,Norway
178,Ireland,201603,2423,Norway
179,Italy,201603,1842,Norway
180,Lithuania,201603,1162,Norway
181,Poland,201603,363,Norway
184,World,201604,4302,Norway
185,France,201604,66,Norway
186,Ireland,201604,1796,Norway
187,Lithuania,201604,1982,Norway
188,Poland,201604,458,Norway
191,World,201605,3635,Norway
192,France,201605,64,Norway
193,Italy,201605,1945,Norway
194,Lithuania,201605,1627,Norway
197,World,201606,20836,Norway
198,Hungary,201606,6997,Norway
199,Ireland,201606,2520,Norway
200,Italy,201606,4573,Norway
201,Lithuania,201606,2940,Norway
202,Poland,201606,3807,Norway
203,World,201607,13774,Norway
204,France,201607,401,Norway
205,Hungary,201607,8332,Norway
206,Ireland,201607,1014,Norway
207,Italy,201607,1937,Norway
208,Lithuania,201607,1774,Norway
209,Poland,201607,316,Norway
210,World,201608,17788,Norway
211,France,201608,1161,Norway
212,Hungary,201608,6820,Norway
213,Ireland,201608,976,Norway
214,Italy,201608,348,Norway
215,Netherlands,201608,7995,Norway
216,Poland,201608,488,Norway
