"","commoditycode","parent","description"
"6425","39181010","391810","Floor coverings, whether or not self-adhesive, in rolls or in the form of tiles, and wall or ceiling coverings ""in rolls with a width of >= 45 cm, consisting of a layer of plastics fixed permanently on a backing of any material other than paper, the face side of which is grained, embossed, coloured, design-printed or otherwise decorated"", on a support impregnated, coated or covered with poly""vinyl chloride"""
"6426","39181090","391810","Floor coverings of polymers of vinyl chloride, whether or not self-adhesive, in rolls or in the form of tiles (excl. those on a backing coated, impregnated or covered with poly""vinyl chloride"")"
"6427","39189000","3918","Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles, and wall or ceiling coverings in rolls with a width of >= 45 cm, consisting of a layer of plastics fixed permanently on a backing of any material other than paper, the face side of which is grained, embossed, coloured, design-printed or otherwise decorated (excl. coverings of polymers of vinyl chloride)"
"6428","3919","39","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls (excl. floor, wall and ceiling coverings of heading 3918)"
"6429","391910","3919","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in rolls <= 20 cm wide"
"6430","39191011","391910","HDG 3919 ROLLS OF WDTH NE 20CM,STRIPS,COATING OF UNVUL NAT ORSYN RUBBER: OF PLASTICIZED PVC OR OF PET"
"6431","39191012","391910","Plastic strips of poly""vinyl chloride"" or of polyethylene, coated with unvulcanised natural or synthetic rubber, self-adhesive, in rolls <= 20 cm wide"
"6432","39191013","391910","HDG 3919 ROLLS OF WDTH NE 20CM,STRIPS,COATING OF UNVUL NAT ORSYN RUBBER:OF NON-PLASTICIZED PVC"
"6433","39191015","391910","Plastic strips of polypropylene, coated with unvulcanised natural or synthetic rubber, self-adhesive, in rolls <= 20 cm wide"
"6434","39191019","391910","Plastic strips, coated with unvulcanised natural or synthetic rubber, self-adhesive, in rolls <= 20 cm wide (excl. such products of poly""vinyl chloride"", polyethylenes or polypropylenes)"
"6435","39191031","391910","POLYESTERS IN ROLLS OF A WIDTH 20CM OR LESS"
"6436","39191038","391910","PLASTIC ROLLS WIDTH 20 CM OR LESS W/N CHEM MDFD, NES."
"6437","39191061","391910","HDG 3919 ROLLS OF A WIDTH 20CM OR LESS,ADDITION POLYMSN PDTOF PLASTICIZED PVC OR OF POLYETHYLENE"
"6438","39191069","391910","HDG 3919 ROLLS OF A WIDTH 20CM OR LESS,ADDITION POLYMSN PDTO/T OF PLASTICIZED PVC OR OF POLYETHYLENE"
"6439","39191080","391910","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in rolls <= 20 cm wide (excl. plastic strips coated with unvulcanised natural or synthetic rubber)"
"6440","39191090","391910","ROLLS OF A WDTH 20CM OR LESS O/T OF ADTN POLYMERISATION PDTOR CONDENSATION OR REARRANGEMENT POLYMSTN PRODS"
"6441","391990","3919","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls > 20 cm wide (excl. floor, wall and ceiling coverings of heading 3918)"
"6442","39199000","391990","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not i..."
"6443","39199010","391990","HDG 3919 O/T ROLLS A WDTH N/E 20CM-FURTHER WKD THAN SURFACEWKD,OR INTO RECTANGLES (INCLUDING SQUARES)"
"6444","39199020","391990","Self-adhesive circular polishing pads of a kind used for the manufacture of semiconductor wafers, of plastics"
"6445","39199031","391990","HDG 3919 OF POLYCARBS ALKD RES POLYALLYL ESTS OR OTH POLYESTSO/T FURTHER WKD THAN SURF WKD OR RECTS INCL SQ"
"6446","39199038","391990","HDG 3919 O/T POLYESTS, O/T FTHR WKD THAN SURFACE WKD OR INTORECTS - INC SQ."
"6447","39199061","391990","HDG 3919 O/T ROLLS OF A WIDTH NE 20CM,NOT FURTHER WORKEDADDITION POLYMSN PDT OF PLASTICIZED PVC OR PET"
"6448","39199069","391990","HDG 3919 O/T ROLLS OF A WIDTH NE 20CM,NOT FURTHER WORKEDADDITION POLYMSN PDT O/T PLASTICIZED PVC OR PET"
"6449","39199080","391990","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls > 20 cm wide (excl. floor, wall and ceiling coverings of heading 3918, and circular polishing pads used in semiconductor wafer production))"
"6450","39199090","391990","HDG 3919 OF PLASTICS O/T ADDITION POLYMERISATION PRODUCTS ORELSEWHERE SPECIFIED"
"6451","3920","39","Plates, sheets, film, foil and strip, of non-cellular plastics, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, and floor, wall and ceiling coverings of heading 3918)"
"6452","392010","3920","Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, and floor, wall and ceiling coverings of heading 3918)"
"6453","39201023","392010","Non-cellular polyethylene film of a thickness of >= 20 micrometres but <= 40 micrometres, for the production of photoresist film used in the manufacture of semiconductors or printed circuits"
"6454","39201024","392010","Stretch film of non-cellular polyethylene, not printed, of a thickness of <= 0,125 mm and of a specific gravity of < 0,94"
"6455","39201025","392010","Plates, sheets, film, foil and strip, of non-cellular polyethylene, printed, not reinforced, laminated, supported or similarly combined with other materials, unworked or not further worked than surface-worked or only cut to square or rectangular shapes, of a thickness of <= 0,125 mm and of a specific gravity of < 0,94, n.e.s. (excl. not printed stretch film, and polyethylene film of a thickness of >= 20 but <= 40 micrometres for the production of photoresist film used in the manufacture of semiconductors or printed circuits)"
"6456","39201026","392010","HDG3920 POLYS ETHYLENE,OF THICKNESS NE 0.125MM, OF PET HAVINGA SG L/T 0.94, NOT PRINTED O/T STRETCH FILM"
"6457","39201027","392010","HDG3920 POLYS ETHYLENE, OF THICKNESS NE 0.125MM, OF PET WITHA SG L/T 0.94, PRINTED."
"6458","39201028","392010","Plates, sheets, film, foil and strip, of non-cellular polythene, not reinforced, laminated, supported or similarly combined with other materials, unworked or not further worked than surface-worked or only cut to square or rectangular shapes, of a thickness of <= 0,125 mm and of a specific gravity of >= 0,94, n.e.s."
"6459","39201040","392010","Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, laminated, supported or similarly combined with other materials, unworked or not further worked than surface-worked or only cut to square or rectangular shapes, of a thickness of <= 0,125 mm (other than self-adhesive, and wall and ceiling coverings of heading 3918)"
"6460","39201081","392010","Synthetic paper pulp in the form of moist sheets made from unconnected finely branched non-cellular polyethylene fibrils, whether or not blended with cellulose fibres in a quantity <= 15%, containing poly(vinyl alcohol) dissolved in water as the moistening agent, with a thickness of > 0,125 mm"
"6461","39201089","392010","Plates, sheets, film, foil, tape, strip, of unexpanded polymers of ethylene, not reinforced and non-cellular ""laminated"" or supported or similarly combined with other materials, unworked or not further worked than surface-worked or only cut to square or rectangular shapes, with a thickness of > 0,125 mm (other than self-adhesive and floor, wall and ceiling coverings of heading 3918, and synthetic paper pulp in the form of moist sheets made from unconnected finely branched polyethylene fibrils, whether or not blended with cellulose fibres in a quantity >= 15%, containing poly""vinyl alcohol"" dissolved in water as the moistening agent)"
"6462","392020","3920","Plates, sheets, film, foil and strip, of non-cellular polymers of ethylene, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, and floor, wall and ceiling coverings of heading 3918)"
"6463","39202021","392020","Plates, sheets, film, foil and strip, of non-cellular polymers of propylene, not reinforced, laminated, supported or similarly combined with other materials, not further worked or only surface-worked and not cut to shapes other than rectangular ""incl. square"" of a thickness of <= 0,10 mm, biaxially oriented (excl. self-adhesive and wall or ceiling coverings of chapter No 3918)"
"6464","39202029","392020","Plates, sheets, film, foil and strip, of non-cellular polymers of propylene, not reinforced, laminated, supported or similarly combined with other materials, not further worked or only surface-worked and not cut to shapes other than rectangular ""incl. square"" of a thickness of <= 0,10 mm, not biaxially oriented"
"6465","39202071","392020","DECORATIVE STRIPS-POLYMERS PROPYLENE WDTH EXD 5MM,NOT 20MM OFKIND USED FOR PACKING EXD 0.10MM THICKNESS"
"6466","39202079","392020","STRIPS OF POLYMERS PROPYLENE, WIDTH EXD 5MM,NOT 20MM,OFTHICKNESS EXD 0.10MM 0/T DECORATIVE STRIPS"
"6467","39202080","392020","Plates, sheets, film, foil and strip, of non-cellular polymers of propylene, not reinforced, laminated, supported or similarly combined with other materials, not further worked or only surface-worked and not cut to shapes other than rectangular ""incl. square"" of a thickness of > 0,10 mm, n.e.s."
"6468","39202090","392020","STRIPS OF POLYMERS PROPYLENE O/T OF WIDTH EXCEEDING 5MM BUTNOT 20MM,NOT ELSEWHERE SPECIFIED"
"6469","39232990","392329","Sacks and bags, incl. cones, of plastics (excl. those of poly""vinyl chloride"" and polymers of ethylene)"
"6470","40101200","4010","Conveyor belts or belting, of vulcanised rubber, reinforced only with textile materials"
"6471","39203000","3920","Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, and floor, wall and ceiling coverings of heading 3918)"
"6472","392043","3920","Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing by weight >= 6% of plasticisers, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, and floor, wall and ceiling coverings of heading 3918)"
"6473","39204310","392043","Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing by weight >= 6% of plasticisers, of a thickness of <= 1 mm, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, and floor, wall and ceiling coverings of heading 3918)"
"6474","39204390","392043","Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing by weight >= 6% of plasticisers, of a thickness of > 1 mm, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, and floor, wall and ceiling coverings of heading 3918)"
"6475","392049","3920","Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing by weight < 6% of plasticisers, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, and floor, wall and ceiling coverings of heading 3918)"
"6476","39204910","392049","Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing by weight < 6% of plasticisers, of a thickness of <= 1 mm, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, and floor, wall and ceiling coverings of heading 3918)"
"6477","39204990","392049","Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing by weight < 6% of plasticisers, of a thickness of > 1 mm, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, and floor, wall and ceiling coverings of heading 3918)"
"6478","39205100","3920","Plates, sheets, film, foil and strip, of non-cellular poly""methyl methacrylate"", not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. self-adhesive products, and floor, wall and ceiling coverings of heading 3918)"
"6479","392059","3920","Plates, sheets, film, foil and strip, of non-cellular acrylic polymers, not reinforced, laminated, supported or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. those of poly""methyl methacrylate"", self-adhesive products, and floor, wall and ceiling coverings of heading 3918)"
"6480","39205910","392059","Copolymer of non-cellular acrylic and methacrylic esters, in the form of film of a thickness of <= 150 micrometres"
"6481","39205990","392059","Plates, sheets, foil, film and strip of non-cellular acrylic polymers, not reinforced, coated, laminated or similarly combined with other materials, without backing, unworked or merely surface-worked or merely cut into squares or rectangles (excl. those of poly""methyl methacrylate"", self-adhesive products and floor, wall and ceiling coverings of heading 3918, and copolymer of acrylic and methacrylic esters in the form of film of a thickness of <= 150 micrometres)"
